,genre,enfant,transit_time,classe,WCHR,group_members,poids
89,1,0,0,0,0,[89],80
90,1,0,0,0,0,"[90, 91]",80
91,0,0,0,0,0,"[90, 91]",70
92,1,0,0,0,0,[92],80
93,1,0,0,0,0,"[93, 94, 95]",80
94,0,0,0,0,0,"[93, 94, 95]",70
95,0,0,0,0,0,"[93, 94, 95]",70
96,0,0,0,0,0,[96],70
97,1,0,0,0,0,[97],80
98,1,0,0,0,0,"[98, 99]",80
99,0,0,0,0,0,"[98, 99]",70
100,1,0,0,0,0,[100],80
101,0,0,0,0,0,[101],70
102,1,0,0,0,0,"[102, 103]",80
103,0,0,0,0,0,"[102, 103]",70
104,0,0,0,0,0,[104],70
105,1,0,0,0,0,[105],80
106,1,0,1,0,0,[106],80
107,1,0,0,0,0,[107],80
108,0,0,0,0,0,[108],70
109,1,0,1,0,0,"[109, 110]",80
110,0,0,1,0,0,"[109, 110]",70
111,1,0,0,0,0,[111],80
112,1,0,0,0,0,[112],80
113,1,0,0,0,0,[113],80
114,1,0,0,0,0,[114],80
115,1,0,0,0,0,[115],80
116,1,0,0,0,0,[116],80
117,1,0,0,0,0,[117],80
118,1,0,0,0,0,[118],80
119,1,0,1,0,0,[119],80
120,1,0,1,0,0,"[120, 121]",80
121,0,0,1,0,0,"[120, 121]",70
122,0,0,0,0,0,[122],70
123,0,0,0,0,0,[123],70
124,0,0,0,0,0,[124],70
125,1,0,1,0,0,[125],80
126,1,0,0,0,0,"[126, 127]",80
127,0,0,0,0,0,"[126, 127]",70
128,1,0,0,0,0,[128],80
129,1,0,0,0,0,[129],80
130,1,0,1,0,0,"[130, 131]",80
131,0,0,1,0,0,"[130, 131]",70
132,0,0,0,0,0,[132],70
133,1,0,0,0,0,[133],80
134,1,0,0,0,0,[134],80
135,1,0,0,0,0,[135],80
136,0,0,0,0,0,[136],70
137,0,0,0,0,0,[137],70
138,1,0,0,0,0,[138],80
139,1,0,1,0,0,"[139, 140]",80
140,0,0,1,0,0,"[139, 140]",70
141,1,0,0,0,0,"[141, 142]",80
142,0,0,0,0,0,"[141, 142]",70
143,0,0,0,0,0,[143],70
144,1,0,0,0,0,[144],80
145,0,0,0,0,0,[145],70
146,0,0,0,0,0,"[146, 147]",70
147,0,0,0,0,0,"[146, 147]",70
148,0,0,0,0,0,"[148, 149]",70
149,0,0,0,0,0,"[148, 149]",70
150,0,0,0,0,0,"[150, 151]",70
151,0,0,0,0,0,"[150, 151]",70
152,1,0,1,0,0,[152],80
